gene,Hillucens SD1,Hillucens SD2,Hillucens SD3
NP_001261501,327.883,394.268,413.347
NP_001286706,0.543758,0.733306,0.516167
NP_647661,4.23588,3.50877,4.81944
NP_724290,1.66719,1.00671,1.27813
AAL39985,14.9424,10.2529,8.69268
NP_610097,0.412146,0.130768,0.140736
NP_609836,2.49507,0.624575,1.52868
AAL39439,18.2295,16.4287,19.1927
NP_569873,0.546314,0.373125,0.535296
NP_725401,1.43172,0.689674,1.33091
AEO12071,0.752115,0.276666,0.391479
AAY85097,16.7233,14.923,16.462
CAA82998,0.351243,0.192462,0.0813731
NP_647950,16.5983,16.5648,16.3468
NP_001104459,22.4712,18.0043,23.4245
NP_001033848,8.03369,3.35797,6.24854
CAA61806,329.069,283.404,321.574
AAG38014,6.55605,3.68305,4.96057
NP_001261691,0.398488,0.452696,0.463788
NP_610802,4.92804,3.67418,3.97262
NP_610763,0,0.148085,0.124037
NP_648343,0.280397,0.51707,0.821194
NP_732312,42.8322,39.574,43.5054
NP_612046,3.84276,3.73611,3.35961
NP_001286836,0.758244,0.131015,0.228316
NP_524726,193.519,244.869,197.601
NP_476735,0.92278,0.674116,1.48309
NP_609219,1.04618,0.77151,1.07866
NP_001303362,0.3851,0.326075,0.380198
NP_609898,0.516424,0.52179,0.65411
NP_524421,394.617,290.066,403.954
ADX35898,0.0918116,0.0923628,0.199448
NP_652639,0.345771,0.276631,0.452027
NP_610192,3.85252,3.31862,3.86484
NP_001034034,0.394997,0.516592,0.474833
NP_001104426,26.326,16.5014,20.5922
NP_524593,3.45644,2.15253,4.45092
AGJ89710,0.144256,0.156604,0.308622
NP_001262233,428.733,501.984,457.71
NP_524809,1.0355,1.24587,0.906955
NP_001285120,9.28937,5.51501,7.29257
NP_652054,0.59778,0.441063,0.45859
NP_523443,0.477601,0.531186,0.463688
NP_609209,3.73303,5.20927,4.0964
ACH92163,7.25467,4.1776,6.22069
NP_001262451,0.253127,0.141205,0.490705
NP_524586,8.28365,14.2625,7.41354
NP_651280,12.5156,7.76469,12.8545
NP_477084,0.44818,0.337705,0.338092
NP_001369048,4.37867,4.49068,3.98263
NP_610305,2.72882,2.54804,2.88427
NP_001261471,0.331136,0.268508,0.512733
NP_001303431,516.667,654.805,520.369
NP_650767,3.86609,3.43319,4.2996
NP_612572,4.03884,3.63281,4.16087
NP_001015223,1.19584,1.21983,0.936243
NP_001260561,0.118545,0.274307,0.108558
NP_729654,19.87,10.795,22.0391
AAN71420,6.93139,3.59289,5.88374
AAL90339,0.263611,0.128131,0.0709843
NP_001287187,6.53185,4.27502,6.98485
5KL1_A,0,0.130615,0.0948811
NP_724456,0.310789,0.251228,0.259332
NP_649243,5.2924,3.57619,5.22033
NP_001262473,1.23237,0.740851,0.670365
AAX94783,3.23301,2.67847,2.95327
NP_523598,5.07998,4.44031,5.71068
NP_609351,1.68152,1.13758,1.59444
NP_649278,0.661334,0.346383,0.345463
NP_651883,0.882808,1.01623,0.9489
NP_001163632,0.282287,0.397879,0.433685
NP_732316,0.509996,0.558832,0.511746
AAL13710,1.50846,1.21334,2.11423
NP_001284785,223.355,209.347,248.119
ACT88135,558.347,697.985,648.125
NP_610946,0,0.234775,0.332797
NP_523420,2.0406,2.59392,1.99776
NP_525122,0.116157,0.249808,0.144128
NP_650987,3.32504,2.33134,3.2323
NP_725586,0.314734,0.22225,0.319304
NP_652001,0.389003,0.201,0.327652
NP_511073,301.079,411.677,385.385
NP_648570,2.92535,2.08552,2.44637
NP_001284805,10.934,12.3653,18.1356
NP_001027078,7.09586,5.85807,7.16992
NP_610503,539.503,508.371,532.209
NP_523765,1.26806,0.944148,0.907217
NP_523708,5.37477,3.36307,4.42979
NP_001259963,7.2935,6.58327,5.93972
NP_001097058,1.31452,1.1557,1.30745
NP_609899,0.891204,0.687068,0.691433
NP_572260,0.426605,0.438966,0.449425
NP_649057,0.892478,1.24876,1.86861
NP_001162879,2.83248,3.20195,3.74409
NP_725196,6.74926,9.39878,7.35391
NP_001033989,2.01666,1.83032,2.40122
NP_001262697,0.245475,0.223754,0.388671
NP_651895,1.95254,1.8871,2.09986
NP_001262479,0.131385,0,0
NP_477156,1.56853,2.35317,1.42458
AAA20507,3.25794,1.75584,3.1764
NP_722456,0.516127,0.536487,0.483539
NP_001262288,5.73658,4.2833,6.10184
ACH92357,8.93104,6.92168,12.206
NP_524380,4.33162,2.11286,4.82568
NP_523411,8.40104,5.63161,15.8157
NP_651778,5.69653,5.10334,6.06552
NP_573062,1.61952,1.27546,1.80891
NP_650776,1.67819,1.19478,1.51622
NP_650331,0.985321,1.8548,0.800072
NP_569978,1.25548,0.684195,1.59783
NP_650326,0.482706,0.339932,0.0845458
NP_001287103,0.778122,0.943295,0.884872
NP_476985,218.218,111.151,216.226
NP_610024,5.84954,4.58284,4.33368
NP_648536,0.18893,0.188332,0
NP_722687,0.369966,0.317403,0.360394
NP_648427,6.75702,5.32732,7.11641
NP_001259370,5.43205,6.92989,4.89158
ANY27231,4.96096,2.38043,4.75254
NP_651682,0.59841,0.494636,0.568053
NP_001137613,2.00151,1.45307,1.30713
NP_648167,4.64427,5.81118,4.86448
ADZ17402,5.53648,2.62211,5.96174
NP_001137646,0.575502,0.996851,0.733218
NP_001259502,7.77121,9.27827,9.67762
NP_001262010,0.642857,0.525312,0.355603
NP_001260727,0.712215,0.476548,0.67171
NP_001034051,15.9537,13.8977,19.2102
NP_001286115,0.398254,0.695853,0.52833
NP_609926,10.2932,9.0264,11.7377
NP_001261668,0.174808,0.272852,0.421754
AAN71216,0.532602,0.080244,0
AAY54654,4.77981,3.60128,3.96855
NP_610451,5.85673,5.47186,4.75198
NP_001262124,1.14378,0.735843,0.829879
NP_649333,4.6847,4.05792,5.27814
NP_648955,1.50441,0.897374,1.51381
NP_611553,0.587309,0.70339,0.423877
NP_723362,6.821,5.51837,6.44055
NP_001188957,7.13416,4.59775,9.13839
NP_573251,0.210446,0.403498,0.876055
NP_648757,16.0723,8.30771,14.0934
NP_609889,0.203558,0.228628,0.463106
NP_001188689,269.683,297.727,280.18
NP_649253,14.9655,9.51198,9.02495
NP_609222,23.1156,16.0148,21.5437
NP_611355,1.37391,1.25368,1.35908
NP_001262202,338.775,341.899,474.499
NP_001285295,0.37834,0.244578,0.228493
NP_001260349,3.50629,4.52993,4.72222
NP_001188992,0.239311,0.53522,0.13752
NP_650076,0.486632,0.584055,0.566931
NP_523397,1.06985,1.34966,1.21674
NP_001036323,4.06951,2.87237,4.02178
NP_001261411,0.220823,0.290713,0.300578
NP_524023,5.73054,4.85259,5.06083
NP_001259186,12.1098,6.83312,11.9223
NP_610615,1.02831,0.418554,1.08133
NP_001261954,4.84823,4.09045,3.65531
NP_572656,1.55473,1.07271,2.06678
NP_609805,0.108687,0.131575,0.11107
NP_001261720,0.50371,0.187951,0.501138
NP_723186,0.119541,0.0710916,0.155516
NP_788543,0.4425,0.326985,0.588599
NP_728237,6.06962,5.76174,6.65183
NP_725476,0.880432,1.19487,0.981015
NP_001284786,5.34415,4.803,5.52524
AAK49526,0.590246,0.344556,0.440555
CAA48872,267.185,192.659,277.312
NP_788728,1.14923,1.65834,1.83045
NP_001163707,2.1495,2.01015,1.97123
NP_001033885,396.032,377.01,410.951
NP_001247362,571.463,685.453,699.323
NP_651715,1.89351,1.01183,1.52241
NP_648163,20.4659,6.46707,20.7317
NP_001259397,75.4726,56.6627,81.2296
NP_477356,8.99911,6.3321,8.71404
NP_001245533,60.1762,59.6018,56.8603
ADB91408,7.29275,11.0516,7.60383
NP_610477,3.15801,3.48798,3.03903
AAO39440,0.256914,0.167046,0.365329
NP_651296,1.06797,0.764268,1.14747
NP_608890,1.40709,1.01471,1.43115
NP_001246717,1.1822,0.406992,0.554847
NP_651397,1.80372,1.17614,1.4672
NP_573054,3.70113,2.65037,3.89157
ACI96466,0.365037,0.39256,0.65915
AAM10989,5.5838,3.62431,5.10608
NP_477136,11.357,12.5321,15.4885
NP_525073,9.74281,4.40983,9.42563
NP_609318,0.409324,0.237518,0.33656
NP_610547,11.8875,4.66104,7.9592
NP_650057,4.63705,4.1759,5.27908
NP_001137699,9.57868,8.12318,9.29329
NP_001246525,0.718413,1.40728,2.70226
NP_650205,0.433977,0.470128,0.522751
NP_724333,104.732,87.5757,94.741
NP_649695,0.940442,0.518145,0.739238
NP_730934,7.38551,6.4746,6.86663
NP_001259956,26.7451,16.402,39.7724
NP_611508,1.9179,1.695,1.90745
NP_001260464,2.82611,2.18469,2.51509
NP_001097568,0.0260403,0.028896,0.271215
NP_608889,12.1417,7.02554,11.6886
NP_648409,45.8619,23.6972,47.2672
NP_524673,3.17958,2.09536,2.30571
NP_001287401,11.2109,5.80574,8.55925
NP_001245905,5.85959,7.83413,10.1593
ACH92503,1.99857,2.13111,2.00309
NP_611265,10.4399,6.5292,11.3912
ABF00106,0.282032,0.473376,0.467011
ABG02165,37.3126,18.7034,38.287
NP_730651,3.68172,4.77403,5.97306
AEQ63001,4.58285,3.42487,3.68056
NP_001245725,2.69291,2.31596,2.18311
NP_731524,0.280499,0.497496,0.114302
NP_001262835,3.06863,1.84042,2.05258
NP_001285352,1.06154,0.696814,1.01142
NP_001260578,1.13826,0.836312,1.58797
NP_001245895,19.5491,13.2684,16.4969
NP_001285208,6.60745,4.9507,8.20741
NP_648910,16.1158,11.6903,17.8809
CAD56383,1.65942,1.77649,1.41727
NP_001036397,2.29893,2.04678,2.0203
AAC47016,0.406441,0.293475,0.434438
NP_001245591,2.25452,2.13908,1.99805
NP_001303376,0.433283,0.387251,0.298329
NP_001245719,0.235817,0.249331,0.120339
NP_650772,3.24706,2.26128,3.43774
NP_477170,0.487653,0.418827,0.644197
NP_001262647,15.1192,20.3957,15.2995
NP_609038,2.51955,2.06006,2.84216
NP_524715,0.804858,0.699841,0.524663
NP_725018,1.0424,0.561473,0.715361
AAM66764,0.544163,0.197802,0.290206
NP_001259822,428.23,419.643,516.048
NP_001285902,7.53552,10.0374,7.78542
NP_001027412,2.23038,2.0431,1.90794
NP_610313,10.965,4.2425,7.32109
NP_001027127,1.61805,1.16624,1.13739
NP_725413,8.07792,9.9117,6.11504
NP_001247231,7.30807,6.49526,6.6867
NP_001261698,14.7385,11.767,11.4751
NP_001287055,373.413,383.667,393.721
NP_477392,1.67737,0.510076,1.40831
NP_001036353,30.0401,19.7571,33.7649
NP_996103,0.339599,0.4346,0.312094
NP_572167,0.256306,0.96933,0.923918
NP_648178,0.322413,0.23553,0.321431
AAC46955,1.70116,1.57227,1.51166
NP_524013,3.05496,3.62198,3.99306
NP_610294,26.3645,23.9252,23.6126
NP_001262039,4.34705,2.88215,4.20178
NP_609353,1.87297,1.94505,1.92547
NP_651971,0.361271,0.331194,0.354834
NP_729457,0.110682,0.724814,0.365778
NP_651684,0.315493,0.240385,0.438704
NP_729306,0.436386,0.468512,0.357933
NP_477135,13.5767,10.1517,12.4223
NP_524270,3.49926,1.56917,3.60031
AAA57204,3.00423,2.03776,3.33845
NP_650857,2.88693,3.25841,2.8951
NP_001263148,1.86821,1.2743,2.08542
NP_730672,47.5224,31.6903,39.6637
AAN71367,296.096,374.293,295.937
NP_610075,0.58942,0.343653,0.392071
NP_477414,8.10399,5.95622,8.43348
NP_649866,0.319848,0.316342,0.279864
NP_001261461,4.79427,4.06243,4.42354
NP_611862,0.418109,0.551111,0.593671
NP_476573,6.95616,9.25157,7.49027
NP_001259945,0.251066,0.0713166,0.0682225
NP_001262227,1.72421,1.61558,1.64314
NP_524051,4.23544,1.84729,4.97147
NP_608837,0,0.272133,0.115148
NP_001262881,5.01492,5.03941,4.68368
NP_651118,0.54976,0.462856,0.61434
AAV59047,3.33039,2.1448,3.28081
NP_523817,2.7602,2.62873,3.44277
NP_001097399,53.668,29.9663,62.9111
NP_651669,2.75258,1.94096,2.02156
NP_609183,13.4583,14.7656,11.9897
NP_001260713,5.99333,9.27771,4.89278
NP_650498,13.7452,17.9775,16.1298
NP_001259148,6.70088,3.72208,7.32942
NP_723378,6.72443,5.49691,6.08781
NP_001247382,188.294,101.04,194.739
NP_001259344,0.760683,0.6587,0.497105
NP_649209,0.728349,0.539686,0.688279
NP_001261224,1.50163,1.01493,1.5093
NP_477101,30.9385,25.0258,31.0162
NP_477219,0.0288656,0,0.148981
NP_609364,3.21606,3.53443,3.26981
NP_001286442,0.473941,0.401527,0.495525
NP_732610,53.2606,41.3819,45.0231
NP_001285096,7.94673,10.8697,8.71709
NP_610908,0.561396,0.688904,0.572956
NP_476657,0.412295,0.329018,1.03275
NP_001261393,4.18181,4.21542,4.03757
NP_611539,11.3703,11.2793,12.3422
NP_648094,1.14033,1.45019,1.09458
NP_650723,1.21914,1.5253,1.49886
NP_001246062,12.4172,11.259,11.779
NP_001285895,220.564,244.477,262.584
AAA74264,2.9544,2.60542,3.27553
NP_001286255,7.52362,7.41421,6.511
NP_729617,11.2597,8.45969,9.95262
NP_649940,10.3873,12.4214,11.5328
NP_650058,1.3263,1.19899,1.21112
NP_001189044,51.2175,20.346,45.8991
AAF21126,2.23437,3.72248,2.28954
NP_611846,3.69585,4.7766,4.20038
NP_001286410,0,1.07918,0.971181
NP_650691,0.838202,0.724676,0.725565
NP_001286731,508.76,481.286,499.869
NP_609492,2.06532,1.9162,1.55374
NP_610057,29.7078,24.9869,28.6472
NP_001261972,5.9622,5.99406,5.80633
NP_001284769,0.512658,0.694823,0.559651
NP_611503,1.73178,2.99759,2.17467
NP_001285202,24.7336,8.0591,20.12
NP_608740,0.869788,0.314948,0.731374
NP_609362,2.77183,2.98364,2.45317
NP_524207,1.08642,0.780261,0.770632
AAC47810,0.987624,0.849761,1.00698
ABK57065,10.9048,9.00869,12.5262
NP_647633,5.39501,5.5028,4.69364
NP_649352,0.419599,0.265398,0.443466
NP_572738,1.70442,1.53059,1.66924
AAC46971,3.86243,4.26139,4.39681
NP_001027048,41.2833,24.128,37.7243
NP_727796,7.92894,8.1783,8.79736
NP_001259195,6.21246,5.45375,7.30723
NP_001303484,0.529273,0.545884,0.683258
NP_725502,0.0583712,0.155408,0.152206
NP_723086,5.76359,2.6948,5.02948
NP_611647,0.968524,0.90007,0.99095
NP_730662,8.50112,6.8136,8.02983
NP_001285259,39.2695,17.9819,37.878
NP_001036597,1.8712,1.57992,2.11895
NP_650716,0.872408,0.747631,0.943857
NP_647972,2.72831,3.16857,3.3839
NP_572572,1.43055,1.22061,1.45268
ACH92188,277.029,283.747,291.777
NP_651703,10.3992,5.79567,8.8867
NP_001261156,3.61718,4.75111,2.4143
AAA19051,6.06549,3.14643,4.52607
NP_001285378,25.61,12.1578,25.323
NP_524415,7.65032,5.50377,6.51991
NP_649570,4.61145,4.79738,4.99947
NP_477445,6.20018,1.62113,3.88492
NP_523581,0.610788,0.42707,0.440131
NP_001246931,1.98019,1.99668,2.31155
NP_001303388,18.9819,15.6183,23.091
NP_477022,0.382649,0.323248,0.454832
NP_001246908,3.11718,1.37823,2.29683
NP_611541,4.91579,1.59097,4.65698
AAM50717,0.917825,0.884994,0.83915
NP_001137996,2.3154,3.32111,1.96688
NP_001287407,1.71277,0.265971,1.10707
NP_649161,3.73005,1.83652,4.52847
NP_648230,0.765853,0.71254,0.506868
NP_572169,5.28383,5.37456,5.49024
NP_001036652,7.73256,7.57003,7.86649
6XU6_CX,374.618,475.107,442.43
NP_651478,8.88458,10.4402,7.83449
NP_611833,4.75096,2.83359,4.33608
CAA16819,0.684511,0.514582,0.531869
NP_610488,0.509125,0.40692,0.404371
AAN71657,8.41539,3.60879,8.85632
NP_524867,1.89891,1.96983,2.08224
NP_649602,0.993851,0.674026,1.09226
NP_001262426,21.3339,66.1108,42.6315
NP_001260601,0.945815,0.920987,0.55517
NP_608895,0.761842,0,0.283924
NP_001247090,6.67116,6.38102,6.88372
NP_609239,8.18859,8.22405,9.34096
NP_648848,11.087,14.1349,11.229
NP_732020,14.2578,7.33172,13.1012
NP_001261196,2.20071,2.30844,3.68824
NP_001261750,0.701916,0.756652,0.626109
NP_001369012,6.68783,5.3691,6.56541
NP_727668,7.97722,5.6781,5.33545
NP_001286324,1.09235,0.759872,1.2963
NP_001260414,11.9279,10.7665,11.657
NP_524305,2.45754,2.10913,1.98319
NP_001259053,8.18766,4.4609,6.90272
NP_524355,4.67978,2.82397,4.72492
NP_525050,0.122864,1.27937,0.793118
NP_572604,2.45674,1.53476,2.39824
NP_730968,0.158761,0.269897,0.0426408
NP_609934,2.56869,2.55114,3.12421
NP_523379,4.59502,3.64436,5.73383
NP_611297,0.367686,0.254071,0.353378
NP_001188706,5.58513,6.25038,6.50616
NP_524363,4.41094,3.15343,4.3681
NP_572998,16.785,10.7982,18.274
NP_648968,0.639657,0.779269,0.705738
NP_650646,0.689026,0.984167,0.980917
ADF28795,0.217616,0.39075,0.629332
NP_731983,3.0438,2.13203,2.94039
NP_001260836,1.46484,1.31508,1.44315
NP_608580,1.83894,2.02226,1.9628
NP_001284943,30.6905,15.9777,33.8173
NP_729798,1.16106,1.24398,1.28934
NP_525119,4.9985,3.4418,5.82817
NP_001189159,0.0779039,0.126225,0.108749
NP_001261628,1.30362,1.14137,1.88945
NP_523419,15.5337,12.3745,14.3171
NP_001285613,27.1878,14.1957,28.1745
NP_524396,2.25813,1.24427,1.92459
NP_652037,32.8969,8.39656,45.4567
NP_001261171,8.30265,8.98418,7.86006
NP_511080,0.382679,0.521402,0.628137
NP_001260780,5.10038,2.47849,4.81327
NP_476636,6.90686,6.1354,7.24814
NP_651198,2.01151,1.68373,1.82657
AGA18905,1.14183,0.92029,1.34323
NP_650954,23.7285,23.5841,22.1738
NP_612028,3.4034,3.56662,3.28897
NP_001303555,10.7054,10.3842,9.53336
AAL68340,135.983,119.772,142.161
NP_001261849,5.33602,2.81524,6.17578
ACU26635,2.39876,2.86448,2.85951
NP_650643,37.705,55.757,36.1817
NP_001097439,3.29468,2.74533,5.01356
NP_001287481,341.639,397.061,396.139
NP_649440,1.78739,2.7485,2.55731
NP_730935,1.76941,1.84551,1.91732
1NLQ_A,5.26068,4.72592,4.84765
NP_609608,5.91981,4.70317,5.8167
NP_611963,0.936103,0.803771,0.849306
NP_511166,5.01836,3.17549,5.24271
NP_476929,1.02559,0.719683,1.07315
CAA58023,612.617,675.429,638.553
AAM11125,1.80168,1.79511,0.986774
ACT82949,82.5025,44.669,88.5974
NP_647765,4.1327,3.58952,2.94331
NP_001259101,3.42112,4.12438,3.36427
NP_524319,0.316969,0.24741,0.440614
NP_001261344,0.3755,0.423763,0.49096
NP_001260451,3.19989,3.39725,2.97837
NP_001261871,14.8038,12.1503,12.9239
NP_001286628,115.259,119.736,141.889
NP_001262066,3.26715,2.55639,2.74235
NP_572423,2.34182,1.89073,2.04365
NP_611871,0.096753,0.0995335,0.0533081
NP_001287008,2.6224,3.53148,2.39661
NP_609203,3.39177,2.90837,3.17193
NP_660194,0.270778,0.389104,0.141086
NP_001303440,2.5676,2.36241,2.77891
NP_001097639,0.557954,0.544888,0.351363
NP_611651,6.20002,6.02615,5.87004
AAR96126,0.706959,0.541091,0.592976
NP_649865,2.00883,2.5201,2.03196
NP_610264,0.668799,0.810517,1.46244
NP_650933,0.711787,0.985865,0.910981
AAM29361,3.98601,4.91588,3.61563
NP_609115,2.85275,4.08733,2.08684
AAM52624,44.8544,23.7504,44.4034
NP_572168,0.726608,0.984097,1.14523
NP_477240,2.83088,1.97968,1.986
AAL68349,18.6744,17.5549,14.4588
NP_996022,0.533917,0.383506,0.449115
NP_609444,14.7774,11.2707,14.4838
NP_572402,0.836693,1.09683,0.875457
NP_001245404,515.318,558.021,481.407
NP_611636,5.41926,5.88148,6.62659
NP_001261410,4.45091,4.38263,4.49917
AAL28535,2.96559,2.17606,2.93383
NP_001262819,9.63392,5.27813,7.81432
NP_731649,0.311903,0.297747,0.237518
NP_001015387,7.5498,6.47036,6.62657
NP_609040,16.9043,17.3642,16.2283
NP_648929,0.881455,0.770401,0.552965
NP_610986,7.48239,5.90394,5.99391
NP_524111,0.816294,0.424129,0.71089
NP_001137978,4.17428,3.26263,3.12033
NP_788550,9.92357,10.4477,9.68151
NP_001286611,32.6621,9.32055,19.287
NP_524191,0.504646,0.438464,0.599964
AAY54713,1.81449,1.69998,2.06837
AAL39431,1.91905,1.43086,2.07579
NP_001189228,3.36809,4.15571,3.48656
CAB53644,0.544524,0.321887,0.488866
AAK93269,0.450055,0.816186,0.532016
NP_001014579,4.82988,5.38585,5.62225
NP_649950,4.55948,2.90624,4.18264
5CQQ_A,1.03484,0.449574,0.684445
NP_001262072,3.46995,1.79607,3.23895
NP_650780,7.55988,3.87909,6.9105
NP_573044,1.75349,1.10243,1.96232
NP_651556,7.18851,11.2537,6.7087
NP_001259854,5.86217,3.48466,4.6827
NP_001188916,33.9747,19.5108,11.3592
NP_524606,3.57405,1.64854,3.88713
NP_650673,1.05337,0.896396,0.956441
ADB25326,2.58813,2.45708,2.58171
AAM29304,0.33523,0.333803,0.41467
NP_001260585,0.350202,0.22396,0.378083
NP_725535,0.35895,1.19839,0.529819
NP_001260495,8.3927,7.69338,7.37505
NP_651209,3.9149,4.09108,2.56747
NP_572384,4.45461,2.8427,4.30164
NP_001162693,48.2854,28.649,48.7933
NP_476979,1.99907,2.13038,2.09302
NP_651191,0.417547,0.283021,0.471979
NP_649139,60.2898,20.2453,49.0332
NP_572952,2.01552,1.65708,2.06546
NP_524318,7.71151,6.81607,7.47075
NP_725169,2.50734,1.91931,2.09649
NP_001014528,2.96962,1.9107,3.34045
NP_001285277,3.87948,4.48829,3.30837
